"call","qso_date","time_on","band","comment","n3fjp_computername","contest_id","cont","country","dxcc","cqz","class","freq","n3fjp_initials","ituz","mode","n3fjp_modecontest","operator","tx_pwr","pfx","qsl_sent","qsl_rcvd","arrl_sect","station_callsign","n3fjp_spcnum","state","n3fjp_stationid","n3fjp_transmitterid",
"K9ZX","20240623","000321","15M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","04","3D","21.40300","RK","08","SSB","PH","K7MHJ","100","K9","N","N","IN","W7AVM","IN","IN","N7JP-DX","0",
"K3XT","20240623","000528","15M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","05","1E","21.076717","DEA","08","FT8","DIG","KK7BSG","100","K3","N","N","NNY","W7AVM","NNY","NY","AF9W-Field","0",
"W3VO","20240623","000706","15M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","05","7D","21.076717","DEA","08","FT8","DIG","KK7BSG","100","W3","N","N","WPA","W7AVM","WPA","PA","AF9W-Field","0",
"N4KS","20240623","001142","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1D","14.01117","ALW","08","CW","CW","K6ZY","100","N4","N","N","NFL","W7AVM","NFL","FL","Shack-Main-Computer--ACER","0",
"N2JNR","20240623","001323","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1B","14.01300","ALW","08","CW","CW","K6ZY","100","N2","N","N","NV","W7AVM","NV","NV","Shack-Main-Computer--ACER","0",
"W0CLA","20240623","001620","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","2A","14.01508","ALW","07","CW","CW","K6ZY","100","W0","N","N","CO","W7AVM","CO","CO","Shack-Main-Computer--ACER","0",
"KC9VFI","20240623","001747","15M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","04","1E","21.44500","RD","08","SSB","PH","AI7F","100","KC9","N","N","IL","W7AVM","IL","IL","N7JP-DX","0",
"AA4RV","20240623","001833","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1A","14.01540","ALW","08","CW","CW","K6ZY","100","AA4","N","N","NC","W7AVM","NC","NC","Shack-Main-Computer--ACER","0",
"AF6ZF","20240623","001843","15M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","2A","21.076717","DEA","06","FT8","DIG","KK7BSG","100","AF6","N","N","SCV","W7AVM","SCV","CA","AF9W-Field","0",
"KD2AAP","20240623","002145","15M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","05","1E","21.076717","DEA","08","FT8","DIG","KK7BSG","100","KD2","N","N","NNJ","W7AVM","NNJ","NJ","AF9W-Field","0",
"KF5NXR","20240623","002801","15M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","04","1E","21.075217","RES","07","FT8","DIG","AF9W","100","KF5","N","N","NTX","W7AVM","NTX","TX","AF9W-Field","0",
"K4NQ","20240623","002952","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1A","14.01836","ALW","08","CW","CW","K6ZY","100","K4","N","N","WCF","W7AVM","WCF","FL","Shack-Main-Computer--ACER","0",
"W9LDX","20240623","003031","15M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","04","1A","21.075217","RES","08","FT8","DIG","AF9W","100","W9","N","N","IN","W7AVM","IN","IN","AF9W-Field","0",
"N5OR","20240623","003143","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1D","14.02041","ALW","07","CW","CW","K6ZY","100","N5","N","N","KS","W7AVM","STX","TX","Shack-Main-Computer--ACER","0",
"K9CU","20240623","003302","15M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","04","2A","21.075217","RES","08","FT8","DIG","AF9W","100","K9","N","N","IL","W7AVM","IL","IL","AF9W-Field","0",
"N4FL","20240623","003557","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","3A","14.02487","ALW","08","CW","CW","K6ZY","100","N4","N","N","SFL","W7AVM","SFL","FL","Shack-Main-Computer--ACER","0",
"WG9F","20240623","003603","15M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","04","1D","21.35600","RD","08","SSB","PH","AI7F","100","WG9","N","N","IN","W7AVM","IN","IN","N7JP-DX","0",
"W6RO","20240623","003845","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","3A","14.02585","ALW","06","CW","CW","K6ZY","100","W6","N","N","LAX","W7AVM","LAX","CA","Shack-Main-Computer--ACER","0",
"K7IOC","20240623","004030","15M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1D","21.07514","RES","06","FT8","DIG","AF9W","100","K7","N","N","WWA","W7AVM","WWA","WA","AF9W-Field","0",
"W8CCI","20240623","004326","15M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","04","2D","21.36700","RD","08","SSB","PH","AI7F","100","W8","N","N","OH","W7AVM","OH","OH","N7JP-DX","0",
"N0SZ","20240623","004739","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","4A","14.03014","ALW","07","CW","CW","K6ZY","100","N0","N","N","CO","W7AVM","CO","CO","Shack-Main-Computer--ACER","0",
"W9YOY","20240623","004830","15M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","04","1C","21.075149","RES","08","FT8","DIG","AF9W","100","W9","N","N","IL","W7AVM","IL","IL","AF9W-Field","0",
"W4GJ","20240623","004930","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","2D","14.03107","ALW","08","CW","CW","K6ZY","100","W4","N","N","NFL","W7AVM","NFL","FL","Shack-Main-Computer--ACER","0",
"KF9UG","20240623","005002","15M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","04","3D","21.075149","RES","08","FT8","DIG","AF9W","100","KF9","N","N","IN","W7AVM","IN","IN","AF9W-Field","0",
"K5ENG","20240623","005501","15M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","04","1D","21.075149","RES","07","FT8","DIG","AF9W","100","K5","N","N","STX","W7AVM","STX","TX","AF9W-Field","0",
"N0QX","20240623","005701","15M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","04","1D","21.075149","RES","07","FT8","DIG","AF9W","100","N0","N","N","STX","W7AVM","STX","TX","AF9W-Field","0",
"W7PIG","20240623","005815","15M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","03","3A","21.37500","RD","06","SSB","PH","AI7F","100","W7","N","N","WWA","W7AVM","WWA","WA","N7JP-DX","0",
"N7JZU","20240623","005831","15M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1E","21.075149","RES","06","FT8","DIG","AF9W","100","N7","N","N","UT","W7AVM","UT","UT","AF9W-Field","0",
"K3MJW","20240623","005929","15M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","05","4E","21.38500","RD","08","SSB","PH","AI7F","100","K3","N","N","WPA","W7AVM","WPA","PA","N7JP-DX","0",
"KA7QJN","20240623","005933","15M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1D","21.075149","RES","06","FT8","DIG","AF9W","100","KA7","N","N","WWA","W7AVM","WWA","WA","AF9W-Field","0",
"K7BXA","20240623","010102","15M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1D","21.075149","RES","06","FT8","DIG","AF9W","100","K7","N","N","WWA","W7AVM","WWA","WA","AF9W-Field","0",
"W7LED","20240623","010508","15M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","03","6A","21.34550","RD","06","SSB","PH","AI7F","100","W7","N","N","WWA","W7AVM","WWA","WA","N7JP-DX","0",
"VE3VM","20240623","010531","15M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","Canada","1","04","4A","21.074679","RES","04","FT8","DIG","AF9W","100","VE3","N","N","GH","W7AVM","GH","ON","AF9W-Field","0",
"KC4TNQ","20240623","010630","15M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","04","1D","21.074679","RES","08","FT8","DIG","AF9W","100","KC4","N","N","TN","W7AVM","TN","TN","AF9W-Field","0",
"AB9YC","20240623","010658","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1A","14.03184","CLR","08","CW","CW","N5CR","100","AB9","N","N","IL","W7AVM","IL","IL","Shack-Main-Computer--ACER","0",
"NE5A","20240623","011122","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1D","14.03210","CLR","07","CW","CW","N5CR","100","NE5","N","N","OK","W7AVM","OK","OK","Shack-Main-Computer--ACER","0",
"NK3L","20240623","011132","15M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1B","21.074679","RES","06","FT8","DIG","AF9W","100","NK3","N","N","SCV","W7AVM","SCV","CA","AF9W-Field","0",
"N3IC","20240623","011306","20M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","05","3A","14.05005","ALW","08","CW","CW","K6ZY7","100","N3","N","N","MDC","W7AVM","MDC","MD","MINISTWO","0",
"WA4MLD","20240623","011330","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1E","14.03210","CLR","08","CW","CW","N5CR","100","WA4","N","N","MI","W7AVM","MI","MI","Shack-Main-Computer--ACER","0",
"K5VBA","20240623","011415","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1D","14.03210","CLR","08","CW","CW","N5CR","100","K5","N","N","AL","W7AVM","AL","AL","Shack-Main-Computer--ACER","0",
"AA6CV","20240623","011449","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","21A","14.03210","CLR","06","CW","CW","N5CR","100","AA6","N","N","SB","W7AVM","SB","CA","Shack-Main-Computer--ACER","0",
"K5BRC","20240623","011700","15M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","04","3A","21.30800","RD","07","SSB","PH","AI7F","100","K5","N","N","AR","W7AVM","AR","AR","N7JP-DX","0",
"W5STR","20240623","011736","20M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","04","2A","","ALW","07","CW","CW","K6ZY7","100","W5","N","N","AR","W7AVM","AR","AR","MINISTWO","0",
"K3SMT","20240623","011858","20M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","05","4A","","ALW","08","CW","CW","K6ZY7","100","K3","N","N","WPA","W7AVM","WPA","PA","MINISTWO","0",
"K4XY","20240623","012142","20M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","05","3A","","ALW","08","CW","CW","K6ZY7","100","K4","N","N","VA","W7AVM","VA","VA","MINISTWO","0",
"WA4NKL","20240623","012225","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1B","14.03220","CLR","08","CW","CW","N5CR","100","WA4","N","N","GA","W7AVM","GA","GA","Shack-Main-Computer--ACER","0",
"W4BFT","20240623","012550","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","2A","14.03220","CLR","08","CW","CW","N5CR","100","W4","N","N","SC","W7AVM","SC","SC","Shack-Main-Computer--ACER","0",
"AF0E","20240623","012610","20M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","04","1B","","ALW","07","CW","CW","K6ZY7","100","AF0","N","N","CO","W7AVM","CO","CO","MINISTWO","0",
"N4UOH","20240623","012621","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1D","14.03220","CLR","08","CW","CW","N5CR","100","N4","N","N","NC","W7AVM","NC","NC","Shack-Main-Computer--ACER","0",
"W4TA","20240623","012817","20M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","05","5D","","ALW","08","CW","CW","K6ZY7","100","W4","N","N","WCF","W7AVM","WCF","FL","MINISTWO","0",
"AA3B","20240623","012847","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1E","14.03220","CLR","08","CW","CW","N5CR","100","AA3","N","N","EPA","W7AVM","EPA","PA","Shack-Main-Computer--ACER","0",
"KI7VUX","20240623","012901","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1B","7.075285","RES","06","FT8","DIG","AF9W","100","KI7","N","N","WWA","W7AVM","WWA","WA","AF9W-Field","0",
"K5CM","20240623","012946","20M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","04","2A","","ALW","07","CW","CW","K6ZY7","100","K5","N","N","OK","W7AVM","OK","OK","MINISTWO","0",
"KA3DNR","20240623","012958","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1A","14.03220","CLR","08","CW","CW","N5CR","100","KA3","N","N","NC","W7AVM","NC","NC","Shack-Main-Computer--ACER","0",
"KG7SPL","20240623","013100","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","3A","7.075285","RES","06","FT8","DIG","AF9W","100","KG7","N","N","MT","W7AVM","MT","MT","AF9W-Field","0",
"WB8MIW","20240623","013239","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1D","14.03220","CLR","08","CW","CW","N5CR","100","WB8","N","N","MI","W7AVM","MI","MI","Shack-Main-Computer--ACER","0",
"W7UGS","20240623","013302","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1D","7.075285","RES","06","FT8","DIG","AF9W","100","W7","N","N","WWA","W7AVM","WWA","WA","AF9W-Field","0",
"N6NO","20240623","013505","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","1D","14.03220","CLR","06","CW","CW","N5CR","100","N6","N","N","LAX","W7AVM","LAX","CA","Shack-Main-Computer--ACER","0",
"AI5IN","20240623","013522","20M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","04","1D","","ALW","07","CW","CW","K6ZY7","100","AI5","N","N","STX","W7AVM","STX","TX","MINISTWO","0",
"KF7BWS","20240623","013630","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1D","7.075285","RES","06","FT8","DIG","AF9W","100","KF7","N","N","OR","W7AVM","OR","OR","AF9W-Field","0",
"K5PXP","20240623","013812","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","3A","14.03220","CLR","07","CW","CW","N5CR","100","K5","N","N","AR","W7AVM","AR","AR","Shack-Main-Computer--ACER","0",
"KB7QWC","20240623","013832","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1D","7.075285","RES","06","FT8","DIG","AF9W","100","KB7","N","N","SV","W7AVM","SV","CA","AF9W-Field","0",
"K5SMH","20240623","013948","15M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","04","1E","21.39299","RK","07","SSB","PH","K7MHJ","100","K5","N","N","WTX","W7AVM","WTX","TX","N7JP-DX","0",
"W6ZBA","20240623","014001","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","1E","14.03220","CLR","06","CW","CW","N5CR","100","W6","N","N","ORG","W7AVM","ORG","CA","Shack-Main-Computer--ACER","0",
"KG7ASX","20240623","014002","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1D","7.075285","RES","06","FT8","DIG","AF9W","100","KG7","N","N","OR","W7AVM","OR","OR","AF9W-Field","0",
"W7RL","20240623","014131","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1D","7.075285","RES","06","FT8","DIG","AF9W","100","W7","N","N","ID","W7AVM","ID","ID","AF9W-Field","0",
"W4KAZ","20240623","014139","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1B","14.03220","CLR","08","CW","CW","N5CR","100","W4","N","N","NC","W7AVM","NC","NC","Shack-Main-Computer--ACER","0",
"W1PB","20240623","014234","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","2A","14.03220","CLR","08","CW","CW","N5CR","100","W1","N","N","WCF","W7AVM","WCF","FL","Shack-Main-Computer--ACER","0",
"KC0ZPS","20240623","014333","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1B","14.03220","CLR","07","CW","CW","N5CR","100","KC0","N","N","CO","W7AVM","CO","CO","Shack-Main-Computer--ACER","0",
"K7IOL","20240623","014404","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","1D","14.03220","CLR","06","CW","CW","N5CR","100","K7","N","N","NTX","W7AVM","NTX","TX","Shack-Main-Computer--ACER","0",
"K4II","20240623","014437","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","2A","14.03220","CLR","08","CW","CW","N5CR","100","K4","N","N","SC","W7AVM","SC","SC","Shack-Main-Computer--ACER","0",
"W4LX","20240623","014646","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","6A","14.03220","CLR","08","CW","CW","N5CR","100","W4","N","N","SFL","W7AVM","SFL","FL","Shack-Main-Computer--ACER","0",
"N7V","20240623","014745","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","3A","14.03220","CLR","06","CW","CW","N5CR","100","N7","N","N","NV","W7AVM","NV","NV","Shack-Main-Computer--ACER","0",
"KF6IDK","20240623","014801","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1E","7.074951","RES","06","FT8","DIG","AF9W","100","KF6","N","N","SJV","W7AVM","SJV","CA","AF9W-Field","0",
"W5SCT","20240623","014835","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","5A","14.03220","CLR","07","CW","CW","N5CR","100","W5","N","N","NTX","W7AVM","NTX","TX","Shack-Main-Computer--ACER","0",
"K2WW","20240623","014920","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1B","14.03220","CLR","08","CW","CW","N5CR","100","K2","N","N","NNY","W7AVM","NNY","NY","Shack-Main-Computer--ACER","0",
"K6KQV","20240623","014930","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1D","7.074951","RES","06","FT8","DIG","AF9W","100","K6","N","N","SCV","W7AVM","SCV","CA","AF9W-Field","0",
"K6EI","20240623","015029","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","12A","14.03220","CLR","06","CW","CW","N5CR","100","K6","N","N","SCV","W7AVM","SCV","CA","Shack-Main-Computer--ACER","0",
"K5GCC","20240623","015251","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","3A","14.03220","CLR","07","CW","CW","N5CR","100","K5","N","N","NTX","W7AVM","NTX","TX","Shack-Main-Computer--ACER","0",
"N7WY","20240623","015357","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1D","14.03220","CLR","07","CW","CW","N5CR","100","N7","N","N","WNY","W7AVM","WNY","NY","Shack-Main-Computer--ACER","0",
"K7SDX","20240623","015401","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","3A","7.074951","RES","06","FT8","DIG","AF9W","100","K7","N","N","ID","W7AVM","ID","ID","AF9W-Field","0",
"KY0Q","20240623","015537","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1E","14.03220","CLR","08","CW","CW","N5CR","100","KY0","N","N","IL","W7AVM","IL","IL","Shack-Main-Computer--ACER","0",
"K0AJW","20240623","015618","15M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","04","1A","21.34975","RK","07","SSB","PH","K7MHJ","100","K0","N","N","ND","W7AVM","ND","ND","N7JP-DX","0",
"W7PRA","20240623","015631","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","6A","7.074951","RES","06","FT8","DIG","AF9W","100","W7","N","N","OR","W7AVM","OR","OR","AF9W-Field","0",
"WB6AGE","20240623","015731","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1C","7.074951","RES","06","FT8","DIG","AF9W","100","WB6","N","N","WWA","W7AVM","WWA","WA","AF9W-Field","0",
"W7Q","20240623","020102","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","6A","7.074951","RES","06","FT8","DIG","AF9W","100","W7","N","N","OR","W7AVM","OR","OR","AF9W-Field","0",
"N9MII","20240623","020348","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","04","4A","","LMDP","08","SSB","PH","N7BCP","100","N9","N","N","WWA","W7AVM","WWA","WA","MINISTWO","0",
"VE7HAR","20240623","020559","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","Canada","1","03","1B","","LMDP","02","SSB","PH","N7BCP","100","VE7","N","N","BC","W7AVM","BC","BC","MINISTWO","0",
"VE7GDH","20240623","020731","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","Canada","1","03","1E","","LMDP","02","SSB","PH","N7BCP","100","VE7","N","N","BC","W7AVM","BC","BC","MINISTWO","0",
"AI7HO","20240623","020946","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","2A","","LMDP","06","SSB","PH","N7BCP","100","AI7","N","N","OR","W7AVM","OR","OR","MINISTWO","0",
"W7RXJ","20240623","021137","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","4A","7.07400","RES","06","FT8","DIG","AF9W","100","W7","N","N","OR","W7AVM","OR","OR","AF9W-Field","0",
"AC7NP","20240623","021233","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1D","","LMDP","06","SSB","PH","N7BCP","100","AC7","N","N","WWA","W7AVM","WWA","WA","MINISTWO","0",
"W7AIA","20240623","021356","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","4A","","LMDP","06","SSB","PH","N7BCP","100","W7","N","N","WWA","W7AVM","WWA","WA","MINISTWO","0",
"W7JVR","20240623","021757","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","2A","","LMDP","06","SSB","PH","N7BCP","100","W7","N","N","OR","W7AVM","OR","OR","MINISTWO","0",
"W6JBT","20240623","021915","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","3A","7.074951","RES","06","FT8","DIG","AF9W","100","W6","N","N","ORG","W7AVM","ORG","CA","AF9W-Field","0",
"KJ7ZFY","20240623","022457","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1D","","LMDP","06","SSB","PH","N7BCP","100","KJ7","N","N","OR","W7AVM","OR","OR","MINISTWO","0",
"K7LAP","20240623","022652","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1D","7.074951","JMM","06","FT8","DIG","KK7BSD","100","K7","N","N","OR","W7AVM","OR","OR","AF9W-Field","0",
"W5E","20240623","022726","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","3A","14.02649","CLR","07","CW","CW","N5CR","100","W5","N","N","STX","W7AVM","STX","TX","Shack-Main-Computer--ACER","0",
"K8BAY","20240623","022828","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","7A","14.02649","CLR","08","CW","CW","N5CR","100","K8","N","N","MI","W7AVM","MI","MI","Shack-Main-Computer--ACER","0",
"W0YL","20240623","022911","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","04","2A","7.074951","JMM","07","FT8","DIG","KK7BSD","100","W0","N","N","IA","W7AVM","IA","IA","AF9W-Field","0",
"W7EAT","20240623","022943","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","3A","","LMDP","06","SSB","PH","N7BCP","100","W7","N","N","WWA","W7AVM","WWA","WA","MINISTWO","0",
"K7DFL","20240623","023038","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1E","","LMDP","06","SSB","PH","N7BCP","100","K7","N","N","EWA","W7AVM","EWA","WA","MINISTWO","0",
"N9GMT","20240623","023046","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","9E","14.02649","CLR","08","CW","CW","N5CR","100","N9","N","N","IL","W7AVM","IL","IL","Shack-Main-Computer--ACER","0",
"W5LVC","20240623","023140","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","4A","14.02649","CLR","07","CW","CW","N5CR","100","W5","N","N","NTX","W7AVM","NTX","TX","Shack-Main-Computer--ACER","0",
"KJ7SLR","20240623","023244","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1E","7.074951","JMM","06","FT8","DIG","KK7BSD","100","KJ7","N","N","WWA","W7AVM","WWA","WA","AF9W-Field","0",
"W4DHN","20240623","023519","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","2A","14.02649","CLR","08","CW","CW","N5CR","100","W4","N","N","AL","W7AVM","AL","AL","Shack-Main-Computer--ACER","0",
"KH6AQ","20240623","023620","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","OC","Hawaii","110","31","1D","14.02649","CLR","61","CW","CW","N5CR","100","KH6","N","N","PAC","W7AVM","PAC","HI","Shack-Main-Computer--ACER","0",
"N3AM","20240623","023719","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1D","14.02649","CLR","08","CW","CW","N5CR","100","N3","N","N","MDC","W7AVM","MDC","MD","Shack-Main-Computer--ACER","0",
